ensembl id;gene name;chrom;start;end
ENSG00000229913;RP11-378I13.1;1;56823679;56826920
ENSG00000236341;RP5-1103B4.3;1;56963886;56996757
ENSG00000226759;DAB1-AS1;1;57860532;57880905
ENSG00000226883;RP4-782L23.2;1;59754747;59789182
ENSG00000237928;NFIA-AS2;1;60940239;60970776
ENSG00000235545;RP11-230B22.1;1;62688482;62710694
ENSG00000230798;FOXD3-AS1;1;63320884;63324441
ENSG00000223949;ROR1-AS1;1;64094442;64171297
ENSG00000229294;RP5-1044H5.1;1;65279456;65306521
ENSG00000227466;RP11-397C12.1;1;66042500;66050718
ENSG00000248458;RP4-598P13.1;1;66665864;66677027
ENSG00000231080;RP11-342H21.2;1;66826942;66828558
ENSG00000232284;GNG12-AS1;1;67832303;68202987
ENSG00000233589;RP4-694A7.2;1;68479129;68483539
ENSG00000234264;DEPDC1-AS1;1;68496676;68538627
ENSG00000237919;RP11-181B18.1;1;70013982;70031222
ENSG00000228988;RP4-677H15.4;1;70218589;70221023
ENSG00000226088;RP11-180O5.2;1;70359562;70360437
ENSG00000235782;RP3-333A15.1;1;70947379;70951493
ENSG00000235079;ZRANB2-AS1;1;71048855;71067184
ENSG00000231985;RP11-82L20.1;1;71570956;71573558
ENSG00000237324;RP11-439H8.4;1;74341579;74378802
ENSG00000233894;RP4-650F12.2;1;74468195;74469543
ENSG00000234497;ERICH3-AS1;1;74577430;74626098
ENSG00000224127;RP11-510C10.2;1;75127830;75133058
ENSG00000224149;RP11-510C10.3;1;75129974;75132576
ENSG00000178193;RP4-682C21.5;1;75710003;75724011
ENSG00000230498;RP4-564M11.2;1;77067920;77078482
ENSG00000233099;RP11-375A5.1;1;77346046;77349585
ENSG00000235927;NEXN-AS1;1;77881348;77889539
ENSG00000273338;RP11-386I14.4;1;78004346;78004554
ENSG00000234953;RP5-837I24.2;1;81513880;81557702
ENSG00000236676;RP5-837I24.4;1;81585941;81625713
ENSG00000223653;RP11-131L23.1;1;85276715;85448124
ENSG00000236915;RP4-651E10.4;1;86571181;86693203
ENSG00000261737;RP4-612B15.3;1;86703502;86704462
ENSG00000267734;RP4-604K5.3;1;86932199;86934891
ENSG00000237505;PKN2-AS1;1;88537513;88685204
ENSG00000237568;RP4-620F22.2;1;89260582;89269754
ENSG00000231999;FLJ27354;1;89583241;89632894
ENSG00000224093;RP5-1033H22.2;1;93592199;93605573
ENSG00000233482;RP11-78O9.1;1;94145111;94145619
ENSG00000235501;RP4-639F20.1;1;94927566;94963270
ENSG00000230427;RP11-313A24.1;1;95061596;95067545
ENSG00000226026;RP11-57H12.3;1;95163219;95233982
ENSG00000228852;RP11-57H12.5;1;95243167;95278940
ENSG00000232878;DPYD-AS1;1;97095923;97322955
ENSG00000235777;DPYD-AS2;1;97796921;97798066
ENSG00000232825;RP5-896L10.1;1;99004276;99148852
ENSG00000228084;RP5-884G6.2;1;99968383;99969864
ENSG00000241073;RP4-714D9.2;1;100057990;100084471
ENSG00000224616;RTCA-AS1;1;100264009;100266120
ENSG00000228086;RP5-837M10.4;1;100462399;100485997
ENSG00000273204;RP4-549L20.3;1;100894928;100895356
ENSG00000235795;RP11-421L21.2;1;100995473;100996260
ENSG00000233184;RP11-421L21.3;1;101025878;101087268
ENSG00000225938;RP4-575N6.4;1;101235683;101236528
ENSG00000224613;RP11-153F1.1;1;103418079;103525483
ENSG00000230489;VAV3-AS1;1;107964443;107994607
ENSG00000260879;RP11-483I13.5;1;108199926;108201491
ENSG00000232971;RP11-293A10.3;1;108734256;108734725
ENSG00000203897;SPATA42;1;108857217;108858524
ENSG00000273382;RP5-1065J22.8;1;109087971;109090858
ENSG00000254942;RP5-1160K1.8;1;109539906;109543837
ENSG00000228703;RP5-1160K1.6;1;109628417;109630305
ENSG00000260246;AC000032.2;1;109693117;109693742
ENSG00000241720;RP4-735C1.4;1;109725820;109775252
ENSG00000235005;RP11-195M16.1;1;109884176;109886264
ENSG00000258634;RP4-773N10.4;1;110058340;110062555
ENSG00000258673;LINC01397;1;110082688;110109719
ENSG00000227091;RP5-1028L10.1;1;110166186;110172489
ENSG00000235526;RP5-1028L10.2;1;110177643;110178719
ENSG00000224965;KCNC4-AS1;1;110208834;110209987
ENSG00000227963;RP5-1074L1.1;1;110286375;110339171
ENSG00000273373;RP5-1074L1.4;1;110370154;110373003
ENSG00000270380;RP11-470L19.5;1;110456505;110457354
ENSG00000232811;RP11-96K19.2;1;110943467;110952848
ENSG00000273010;RP11-96K19.5;1;110963302;110964649
ENSG00000272982;RP5-1180E21.4;1;111181374;111181491
ENSG00000273221;RP5-1180E21.5;1;111184415;111185061
ENSG00000229283;RP5-1125M8.2;1;111317600;111323981
ENSG00000227811;FAM212B-AS1;1;111739841;111747798
ENSG00000237556;KCND3-AS1;1;111909336;111910931
ENSG00000273483;RP4-671G15.2;1;112517799;112518441
ENSG00000225075;RP11-426L16.3;1;112693688;112696621
ENSG00000261595;RP11-426L16.9;1;112715672;112717796
ENSG00000226419;SLC16A1-AS1;1;112956415;113047055
ENSG00000231128;RP5-1073O3.2;1;113812379;113829171
ENSG00000226167;AP4B1-AS1;1;113856635;113901237
ENSG00000235527;HIPK1-AS1;1;113924000;113929492
ENSG00000228035;RP4-663N10.1;1;115283034;115368072
ENSG00000237993;RP11-159M11.2;1;116013813;116017705
ENSG00000236137;RP11-27K13.3;1;117025482;117059490
ENSG00000236866;AL157902.3;1;117596832;117605770
ENSG00000224238;WARS2-IT1;1;119047405;119064785
ENSG00000231365;RP11-418J17.1;1;119140396;119275973
ENSG00000234998;RP11-439A17.10;1;121087528;121116676
ENSG00000233029;RP11-439A17.9;1;121090289;121097655
ENSG00000230806;SRGAP2-AS1;1;121360156;121398806
ENSG00000230186;RP5-998N21.7;1;143905487;143934776
ENSG00000244619;RP11-315I20.3;1;145892847;145893483
ENSG00000234222;LIX1L-AS1;1;145926590;145959179
ENSG00000278431;CH17-270A2.1;1;145961388;145964422
ENSG00000237188;RP11-337C18.8;1;147172771;147211568
ENSG00000278811;LINC00624;1;147258885;147517875
ENSG00000274415;RP11-433J22.2;1;147757185;147758434
ENSG00000254913;RP4-791M13.5;1;149006309;149009527
ENSG00000255148;RP4-791M13.4;1;149018671;149026269
ENSG00000233030;RP11-196G18.3;1;149785659;149793020
ENSG00000264207;RP11-196G18.23;1;149861271;149862504
ENSG00000276110;RP4-790G17.7;1;150255095;150257286
ENSG00000237781;RP11-54A4.2;1;150548562;150557724
ENSG00000259357;RP11-316M1.12;1;150965245;150966256
ENSG00000231073;RP11-316M1.3;1;150973123;150975534
ENSG00000232671;RP11-126K1.2;1;151280024;151281929
ENSG00000224645;RP11-126K1.8;1;151340648;151341966
ENSG00000237976;RP11-126K1.6;1;151346967;151348027
ENSG00000250734;RP11-404E16.1;1;151612038;151613363
ENSG00000227045;RP11-98D18.1;1;151701026;151708386
ENSG00000269621;RP11-98D18.15;1;151755541;151759911
ENSG00000249602;RP11-98D18.3;1;151763384;151769501
ENSG00000268288;RP11-98D18.16;1;151766486;151767000
ENSG00000203288;TDRKH-AS1;1;151790804;151794402
ENSG00000234614;AL450992.2;1;151841877;151850385
ENSG00000229021;AL591893.1;1;151994531;152042774
ENSG00000226716;AL589986.2;1;152122534;152125065
ENSG00000237975;FLG-AS1;1;152168125;152445456
ENSG00000224308;LINC01527;1;152930040;152949210
ENSG00000238279;BX470102.3;1;153533603;153535115
ENSG00000272030;RP1-178F15.4;1;153631438;153634397
ENSG00000243613;RP11-216N14.8;1;153746851;153751227
ENSG00000233222;RP11-216N14.9;1;153750983;153752176
ENSG00000282386;RP11-422P24.12;1;153964361;153965070
ENSG00000273026;RP11-422P24.10;1;153966516;153966930
ENSG00000228013;RP11-350G8.5;1;154402328;154406564
ENSG00000273110;RP11-350G8.9;1;154480012;154481501
ENSG00000229780;UBE2Q1-AS1;1;154553609;154555017
ENSG00000233875;RP11-61L14.6;1;154579065;154579663
ENSG00000271380;RP11-307C12.12;1;154961825;154962623
ENSG00000232093;DCST1-AS1;1;155045191;155046118
ENSG00000231064;RP11-263K19.4;1;155195004;155205495
ENSG00000236263;RP11-263K19.6;1;155211151;155213819
ENSG00000225855;RUSC1-AS1;1;155316863;155324176
ENSG00000235919;ASH1L-AS1;1;155562042;155563944
ENSG00000232519;RP11-29H23.4;1;155609776;155610380
ENSG00000227673;RP11-243J18.2;1;155710098;155710563
ENSG00000273002;RP11-336K24.12;1;155978799;155982986
ENSG00000224276;RP11-336K24.5;1;155991390;156001787
ENSG00000272405;RP11-284F21.10;1;156641666;156644887
ENSG00000229953;RP11-284F21.7;1;156646507;156661424
ENSG00000223356;RP11-66D17.5;1;156712212;156713174
ENSG00000227217;RP11-367J7.3;1;157691762;157696459
ENSG00000236656;RP11-144L1.4;1;158474454;158494886
ENSG00000225670;CADM3-AS1;1;159194325;159207973
ENSG00000228560;RP11-550P17.5;1;159346166;159469068
ENSG00000272668;RP11-190A12.8;1;159866954;159867685
ENSG00000225279;RP11-536C5.2;1;160062488;160079821
ENSG00000227741;RP11-536C5.7;1;160202199;160208869
ENSG00000228606;RP11-574F21.2;1;160261744;160262778
ENSG00000234425;RP11-528G1.2;1;160537073;160571458
ENSG00000228863;RP11-404F10.2;1;160670778;160699761
ENSG00000198358;RP11-544M22.1;1;160932465;160949922
ENSG00000228917;RP11-544M22.8;1;161084465;161087571
ENSG00000224985;RP11-297K8.2;1;161153760;161159349
ENSG00000224515;RP11-5K23.5;1;161556290;161557078
ENSG00000234211;RP11-25K21.1;1;161671978;161674824
ENSG00000226889;RP11-474I16.8;1;161765325;161766227
ENSG00000227094;RP11-565P22.2;1;162316852;162317794
ENSG00000259788;RP11-359K18.3;1;162560227;162561308
ENSG00000232892;RP11-267N12.1;1;163161675;163213023
ENSG00000232995;RGS5;1;163244505;163321894
ENSG00000233693;RP11-506O24.1;1;164769116;164774641
ENSG00000224702;RP11-38C18.2;1;165210627;165213090
ENSG00000238022;RP11-38C18.3;1;165215980;165219104
ENSG00000237463;RP11-280O1.2;1;165476841;165582155
ENSG00000224358;RP11-466F5.8;1;165768929;165775176
ENSG00000236364;RP11-525G13.2;1;165890795;165900683
ENSG00000203307;RP11-375H19.2;1;166081183;166087483
ENSG00000227907;RP11-102C16.3;1;167052551;167058542
ENSG00000231605;LINC01363;1;167175917;167195792
ENSG00000241666;RP3-455J7.4;1;167627385;167630674
ENSG00000232194;RP1-313L4.3;1;167820406;167821224
ENSG00000203601;LINC00970;1;168903905;169087005
ENSG00000237707;RP5-1018K9.1;1;169104124;169104907
ENSG00000235575;RP4-800F24.1;1;169310665;169322479
ENSG00000232959;RP11-332H17.1;1;170024077;170024683
ENSG00000231407;RP11-576I22.2;1;170460453;170532647
ENSG00000225243;RP1-127D3.4;1;171199244;171227788
ENSG00000231424;RP1-45C12.1;1;171247580;171251794
ENSG00000230630;DNM3OS;1;172136531;172144794
ENSG00000203739;RP11-296O14.3;1;173417793;173461362
ENSG00000238272;RP3-436N22.3;1;173555251;173612772
ENSG00000270084;GAS5-AS1;1;173863248;173863941
ENSG00000229531;RP1-102G20.5;1;174934947;174954261
ENSG00000260990;RP3-518E13.2;1;175307218;175335459
ENSG00000228686;RP11-492I21.1;1;176017277;176018760
ENSG00000236021;RP11-195C7.1;1;176207648;176229330
ENSG00000273062;RP11-428K3.1;1;178724306;178726285
ENSG00000261250;RP11-545A16.1;1;179543201;179548922
ENSG00000229407;RP11-12M5.3;1;179816184;179818191
ENSG00000243155;RP11-46A10.5;1;180944042;180976482
ENSG00000232586;KIAA1614-AS1;1;180949699;180954887
ENSG00000224468;RP11-181K3.4;1;183138402;183141282
ENSG00000227554;RP11-444D13.1;1;183754418;183754937
ENSG00000224691;GS1-174L6.4;1;186176814;186177302
ENSG00000229739;RP11-295K2.3;1;186435161;186470291
ENSG00000225811;RP11-547I7.1;1;190264898;190362270
ENSG00000232498;RP5-1011O1.2;1;192517639;192567217
ENSG00000272579;RP11-101E13.5;1;193090866;193091556
ENSG00000230260;RP11-75C23.1;1;197437976;197447469
ENSG00000224901;RP11-448G4.4;1;197757319;197761965
ENSG00000261573;RP11-553K8.5;1;198657553;198667061
ENSG00000229191;RP11-168O16.1;1;201023949;201028792
ENSG00000234132;RP11-168O16.2;1;201031136;201043073
ENSG00000229821;RP11-567E21.3;1;201222113;201223123
ENSG00000282221;RP11-27G14.4;1;201399633;201401190
ENSG00000224536;RP11-134G8.7;1;201507241;201534784
ENSG00000236390;RP11-25B7.1;1;201673105;201674144
ENSG00000231871;IPO9-AS1;1;201688259;201829559
ENSG00000235121;RP11-90L20.2;1;201723294;201737506
ENSG00000223774;RP11-307B6.3;1;201893842;201899978
ENSG00000273478;RP11-465N4.5;1;201995696;201996352
ENSG00000234678;ELF3-AS1;1;202000094;202010353
ENSG00000226862;RP11-569A11.1;1;202604268;202605293
ENSG00000260021;RP11-480I12.10;1;202810238;202810829
ENSG00000228288;PCAT6;1;202810954;202812156
ENSG00000234775;RP11-335O13.7;1;203127259;203127954
ENSG00000224671;RP11-335O13.8;1;203144694;203152579
ENSG00000261065;RP11-74C13.4;1;204131062;204131966
ENSG00000230550;RP11-74C13.3;1;204141408;204143009
ENSG00000231691;RP11-203F10.5;1;204277005;204277948
ENSG00000226330;RP11-739N20.2;1;204377850;204435846
ENSG00000240710;RP11-430C7.4;1;204603035;204616565
ENSG00000225063;RP11-383G10.5;1;205233821;205236867
ENSG00000226235;LEMD1-AS1;1;205373252;205387440
ENSG00000227687;RP4-681L3.2;1;205935128;205935768
ENSG00000226780;RP11-38J22.3;1;206117783;206126805
ENSG00000162888;C1orf147;1;206491116;206497728
ENSG00000237605;RP11-343H5.6;1;206634649;206635622
ENSG00000275392;RP11-164O23.8;1;207127010;207127486
ENSG00000236911;RP11-78B10.2;1;207551925;207606555
ENSG00000227591;RP1-28O10.1;1;209661364;209724125
ENSG00000203706;SERTAD4-AS1;1;210231456;210234047
ENSG00000231057;RP11-122M14.1;1;211675762;211690103
ENSG00000229258;RP11-552D8.1;1;211829846;211853703
ENSG00000234915;RP11-384C4.7;1;212299495;212331713
ENSG00000235862;RP11-338C15.5;1;212624284;212626771
ENSG00000274895;RP11-478J18.2;1;213983793;213986419
ENSG00000272167;PROX1-AS1;1;214028891;214030901
ENSG00000229242;RP5-1111A8.3;1;215886582;215901464
ENSG00000233620;RP11-22M7.2;1;216072465;216086917
ENSG00000236292;RP5-1099E6.3;1;216194051;216204366
ENSG00000234070;SPATA17-AS1;1;217781198;217785120
ENSG00000232480;TGFB2-AS1;1;218344196;218345678
ENSG00000228063;LYPLAL1-AS1;1;219086602;219173961
ENSG00000257551;HLX-AS1;1;220832763;220880140
ENSG00000225265;TAF1A-AS1;1;222589825;222593032
ENSG00000272750;RP11-378J18.8;1;222658867;222661512
ENSG00000237101;RP11-365O16.6;1;224219613;224228043
ENSG00000229400;RP11-3L21.2;1;224717504;224730662
ENSG00000225334;RP11-449J1.1;1;224766900;224773341
ENSG00000227496;RP11-145A3.1;1;225700604;225752243
ENSG00000242861;RP11-285F7.2;1;225840883;225846522
ENSG00000272562;RP11-396C23.4;1;226060712;226061876
ENSG00000234478;ACBD3-AS1;1;226148003;226155071
ENSG00000228548;ITPKB-AS1;1;226668897;226676345
ENSG00000233706;RP5-1087E8.3;1;226992140;226993206
ENSG00000228625;RP11-1B20.1;1;227178333;227183444
ENSG00000230005;SNAP47-AS1;1;227743831;227747191
ENSG00000269890;RP5-1139B12.2;1;228270443;228274397
ENSG00000269934;RP5-1139B12.3;1;228274584;228276066
ENSG00000270110;RP5-1139B12.4;1;228295911;228302998
ENSG00000270094;RP11-245P10.8;1;228394290;228396967
ENSG00000231563;RP11-245P10.4;1;228407381;228409694
ENSG00000233920;RP5-1061H20.5;1;229223461;229227562
ENSG00000237481;RP4-803J11.2;1;229319403;229323087
ENSG00000223635;RP4-613A2.1;1;229508501;229514272
ENSG00000227006;RP5-956O18.2;1;230258694;230268483
ENSG00000224407;RP5-956O18.3;1;230280312;230281893
ENSG00000244137;RP11-99J16__A.2;1;230710698;230795492
ENSG00000223393;RP5-858B6.3;1;230874846;230879015
ENSG00000235710;RP5-1097F14.3;1;231184098;231187627
ENSG00000233461;RP11-295G20.2;1;231522388;231528556
ENSG00000229228;LINC00582;1;231591292;231612090
ENSG00000233332;RP4-799P18.2;1;234212606;234215088
ENSG00000236244;RP4-799P18.3;1;234268583;234272500
ENSG00000236358;RP5-827C21.2;1;234357006;234365828
ENSG00000273367;RP5-827C21.6;1;234372186;234372811
ENSG00000231663;RP5-827C21.4;1;234372807;234373593
ENSG00000228830;RP4-781K5.2;1;234607008;234609483
ENSG00000229463;LYST-AS1;1;235839483;235840182
ENSG00000223776;LGALS8-AS1;1;236523052;236524508
ENSG00000273058;RP11-385F5.5;1;236536162;236536704
ENSG00000230325;RP11-385F5.4;1;236540094;236550280
ENSG00000237250;RP11-193H5.1;1;237862175;237928321
ENSG00000233355;CHRM3-AS2;1;239703381;239730465
ENSG00000234601;CHRM3-AS1;1;239898016;239899872
ENSG00000233735;RP11-567G24.3;1;240177839;240179644
ENSG00000233519;RP11-177F11.1;1;240400671;240401123
ENSG00000224359;RP11-467I20.2;1;240530452;240530862
ENSG00000226919;RP11-80B9.1;1;240765557;240768680
ENSG00000272865;RP11-561I11.4;1;242147514;242209129
ENSG00000224525;RP11-561I11.3;1;242203555;242210827
ENSG00000227230;RP11-261C10.5;1;243135898;243140588
ENSG00000232085;RP11-261C10.4;1;243164638;243169445
ENSG00000236031;RP11-269F20.1;1;243545532;243548329
ENSG00000240963;RP11-518L10.5;1;244375100;244409592
ENSG00000272195;RP11-156E8.1;1;244969350;244971088
ENSG00000232192;RP11-62I21.1;1;245206444;245234501
ENSG00000238224;RP11-522M21.2;1;245614773;245615145
ENSG00000231612;RP11-522M21.3;1;245673732;245676478
ENSG00000235096;RP11-83A16.1;1;246025897;246035603
ENSG00000226876;RP11-36N20.1;1;246108626;246113866
ENSG00000260855;RP11-439E19.10;1;246772301;246775772
ENSG00000227135;GCSAML-AS1;1;247524679;247526752
ENSG00000236817;RP11-978I15.10;1;247565639;247640854
ENSG00000235749;RP11-634B7.4;1;247639749;247747062
ENSG00000224521;RP11-438F14.3;1;248548756;248563839
ENSG00000227237;AL672294.1;1;248859164;248864796
ENSG00000227061;AC079779.7;2;197569;202605
ENSG00000233296;AC092159.2;2;677186;697371
ENSG00000233970;AC092159.3;2;692083;693235
ENSG00000234796;AC113607.3;2;910926;921124
ENSG00000235688;AC116614.1;2;949627;950274
ENSG00000235403;AC114808.3;2;1059133;1068341
ENSG00000236665;AC114808.2;2;1158310;1160424
ENSG00000233553;AC108462.1;2;1341044;1346568
ENSG00000228613;AC144450.1;2;1546665;1620113
ENSG00000284600;RP11-755H23.1;2;1795525;1811526
ENSG00000232057;AC093390.1;2;1824412;1828667
ENSG00000225619;MYT1L-AS1;2;2319232;2327110
ENSG00000225234;TRAPPC12-AS1;2;3481242;3482409
ENSG00000235078;AC142528.1;2;3519275;3523197
ENSG00000234171;RNASEH1-AS1;2;3558492;3561745
ENSG00000237370;AC010907.2;2;3603397;3604242
ENSG00000224661;AC010907.5;2;3702585;3704153
ENSG00000224128;LINC01248;2;5602505;5691488
ENSG00000225964;NRIR;2;6828514;6840464
ENSG00000223884;AC019048.1;2;7062727;7077880
ENSG00000235092;ID2-AS1;2;8666636;8681863
ENSG00000239300;RP11-400L8.2;2;9505445;9512412
ENSG00000188525;AC010969.1;2;10003158;10006030
ENSG00000271787;RP11-254F7.3;2;10054421;10054866
ENSG00000234818;AC092687.5;2;10589166;10604830
ENSG00000203643;AC012456.3;2;11721619;11724222
ENSG00000230790;AC012456.4;2;11740997;11745301
ENSG00000234022;AC008278.2;2;15564170;15573868
ENSG00000224194;AC008278.3;2;15668684;15680484
ENSG00000237633;AC104623.2;2;16523176;16529387
ENSG00000227210;AC079145.4;2;19990217;20004210
ENSG00000224361;AC011239.1;2;23507043;23524344
ENSG00000232642;AC008073.7;2;24165884;24175005
ENSG00000223754;AC008073.9;2;24199839;24201698
ENSG00000242628;AC009228.1;2;24214381;24221516
ENSG00000271936;RP11-443B20.1;2;24825610;24826717
ENSG00000224165;DNAJC27-AS1;2;24971390;25039694
ENSG00000230452;LINC01381;2;25204313;25209202
ENSG00000224220;AC104699.1;2;25421117;25427643
ENSG00000225378;AC015977.6;2;26671254;26674464
ENSG00000230286;AC013472.4;2;26950308;27009807
ENSG00000231636;AGBL5-AS1;2;27049683;27050264
ENSG00000272056;RP11-503P10.1;2;27053618;27054276
ENSG00000272148;RP11-195B17.1;2;27062428;27062907
ENSG00000234945;GTF3C2-AS1;2;27335535;27342599
ENSG00000234072;AC074117.10;2;27356246;27367622
ENSG00000223522;AC093690.1;2;28307691;28310459
ENSG00000229951;FLJ31356;2;28384409;28394672
ENSG00000230730;AC074011.2;2;28633282;28664540
ENSG00000226833;AC097724.3;2;28708953;28736205
ENSG00000229224;AC105398.3;2;29096843;29097525
ENSG00000230737;AC106870.1;2;29890371;29892354
ENSG00000197644;AC106870.2;2;29899597;29907199
ENSG00000233862;AC016907.3;2;30051066;30143804
ENSG00000234579;AC009305.1;2;30986939;30991426
ENSG00000228563;AL133247.2;2;31526942;31563464
ENSG00000271228;CTC-336P14.1;2;32013061;32013368
ENSG00000230046;BIRC6-AS1;2;32377631;32379599
ENSG00000279897;BIRC6-AS2;2;32557520;32574818
ENSG00000237133;AC020594.5;2;33555047;33563547
ENSG00000273090;RP11-78I14.1;2;36513255;36513732
ENSG00000236213;AC006369.2;2;37600136;37646698
ENSG00000235848;RMDN2-AS1;2;37949911;38067041
ENSG00000232973;CYP1B1-AS1;2;38073447;38231651
ENSG00000235586;AC011247.3;2;38601598;38602178
ENSG00000232518;AC074366.3;2;38668202;38671421
ENSG00000225284;AC018693.6;2;38861720;38863133
ENSG00000269210;RP11-173C1.1;2;38959287;38960342
ENSG00000231312;AC007246.3;2;39436637;39665343
ENSG00000227028;SLC8A1-AS1;2;39786453;40255209
ENSG00000226398;AC013480.2;2;42015625;42025302
ENSG00000224875;AC083949.1;2;42143238;42170301
ENSG00000234936;AC010883.5;2;43229573;43233394
ENSG00000273106;RP11-559M23.1;2;44167625;44168859
ENSG00000228481;U51244.2;2;45674701;45675476
ENSG00000232696;AC017006.2;2;46078015;46078828
ENSG00000231336;AC017006.3;2;46166789;46167978
ENSG00000253515;RP11-417F21.2;2;46499731;46501278
ENSG00000250116;RP11-417F21.1;2;46568256;46580238
ENSG00000228925;AC016722.4;2;46899275;46908678
ENSG00000272814;RP11-15I20.1;2;46956615;46956888
ENSG00000233845;AC093732.1;2;47035279;47040524
ENSG00000225187;AC073283.7;2;47067822;47071204
ENSG00000235760;HCG2040054;2;47527537;47535199
ENSG00000233230;AC079807.2;2;47905678;47907810
ENSG00000283058;RP11-358H12.1;2;50620963;50632993
ENSG00000228108;AC092839.3;2;54516048;54540697
ENSG00000234943;AC092839.4;2;54545368;54546677
ENSG00000238018;AC093110.3;2;54661011;54680045
ENSG00000231334;AC104781.1;2;54747103;54748404
ENSG00000203327;AC012358.7;2;55214387;55216126
ENSG00000240401;AC012358.8;2;55282350;55346049
ENSG00000272606;RP11-554J4.1;2;55617909;55618373
ENSG00000233251;AC007743.1;2;56173534;56185770
ENSG00000273063;RP11-334G22.1;2;58241349;58241686
ENSG00000233953;AC009970.1;2;60495686;60499964
ENSG00000270820;RP11-355B11.2;2;61471188;61484130
ENSG00000236498;AC107081.5;2;61868432;61886082
ENSG00000229839;AC018462.2;2;62069447;62146881
ENSG00000226622;AC092155.4;2;62590255;62662654
ENSG00000226605;AC007098.1;2;62826064;62858438
ENSG00000231609;AC009501.4;2;63043922;63048640
ENSG00000225889;AC074289.1;2;64143239;64252859
ENSG00000223935;AC008074.3;2;64395220;64453798
ENSG00000232613;AC007386.4;2;65030727;65053017
ENSG00000226819;MEIS1-AS3;2;66426735;66433470
ENSG00000230749;MEIS1-AS2;2;66439088;66441836
ENSG00000273275;RP11-474G23.2;2;68179833;68180532
ENSG00000273064;RP11-474G23.3;2;68252870;68253848
ENSG00000203395;AC015969.3;2;68361214;68365584
ENSG00000237576;LINC01888;2;68832044;68837724
ENSG00000233849;AC022201.5;2;70301451;70302072
ENSG00000229229;AC022201.4;2;70402934;70422678
ENSG00000235035;AC007395.3;2;70687142;70691824
ENSG00000239322;ATP6V1B1-AS1;2;70941817;70948610
ENSG00000228384;AC007040.6;2;70994510;71002754
ENSG00000236469;AC007040.8;2;71002531;71064743
ENSG00000278060;RP11-466M21.1;2;72932974;72934355
ENSG00000237883;DGUOK-AS1;2;73947642;73981441
ENSG00000225439;BOLA3-AS1;2;74148009;74150061
ENSG00000237737;DCTN1-AS1;2;74385486;74393882
ENSG00000272183;RP11-523H20.3;2;74501717;74502365
ENSG00000257702;LBX2-AS1;2;74502595;74504678
ENSG00000270571;RP11-355F16.1;2;75154366;75189949
ENSG00000237293;AC007099.2;2;75474453;75482579
ENSG00000231172;AC007099.1;2;75524068;75542706
ENSG00000270696;RP11-342K6.1;2;75660462;75662208
ENSG00000270462;RP11-342K6.3;2;75697583;75697996
ENSG00000234653;AC079117.1;2;76985965;77009791
ENSG00000229385;AC010975.1;2;79493716;79500844
ENSG00000224731;AC016716.2;2;80028012;80030551
ENSG00000237031;AC008067.2;2;80572681;80618777
ENSG00000273196;RP11-717A5.2;2;85387074;85387146
ENSG00000229498;AC105053.3;2;85815130;85825391
ENSG00000273080;RP11-301O19.1;2;86195590;86196049
ENSG00000228363;AC015971.2;2;86562070;86618766
ENSG00000273445;RP11-1399P15.1;2;87477495;87478034
ENSG00000225420;AC104134.2;2;88538720;88575610
ENSG00000234028;AC062029.1;2;88627539;88631821
ENSG00000233850;AC103563.8;2;95025193;95026709
ENSG00000231062;AC103563.9;2;95051395;95053176
ENSG00000230747;AC021188.4;2;96307263;96321731
ENSG00000235480;RP11-363D14.1;2;96527940;96532306
ENSG00000222000;AC092675.3;2;98331389;98356005
ENSG00000273306;RP11-527J8.1;2;99405218;99405843
ENSG00000230393;AC092667.2;2;100104919;100107504
ENSG00000230140;AC016738.3;2;100972648;100977161
ENSG00000223947;AC016738.4;2;100993676;101002244
ENSG00000226925;AC007271.3;2;102172621;102182108
ENSG00000239587;AC018730.4;2;104865407;104867496
ENSG00000224509;AC010884.1;2;104936241;105038496
ENSG00000231851;UTAT33;2;105097052;105102944
ENSG00000238273;AC012360.6;2;105363038;105378839
ENSG00000235522;AC009505.2;2;105846534;105857177
ENSG00000233339;AC018878.3;2;106179542;106183797
ENSG00000227294;AC016994.2;2;106834464;106841207
ENSG00000225328;LINC01594;2;108167748;108217841
ENSG00000214184;GCC2-AS1;2;108507515;108534196
ENSG00000228763;LIMS1-AS1;2;108676795;108678601
ENSG00000227574;RP13-1039J1.3;2;110449242;110451064
ENSG00000231536;AC123886.2;2;110610916;110612404
ENSG00000204581;ACOXL-AS1;2;111098345;111115588
ENSG00000234174;AC016683.5;2;113171535;113175360
ENSG00000234997;AC016745.3;2;113424495;113425324
ENSG00000231538;DPP10-AS3;2;114828432;114833548
ENSG00000235717;DPP10-AS2;2;114833830;114835588
ENSG00000235026;DPP10-AS1;2;115130935;115161343
ENSG00000238207;AC009312.1;2;117757563;117804174
ENSG00000235066;AC009303.1;2;117995397;118055033
ENSG00000272895;RP11-98C1.2;2;117998745;117999480
ENSG00000259094;RP11-77A13.1;2;118949306;118952983
ENSG00000229867;STEAP3-AS1;2;119244422;119249071
ENSG00000231013;AC013275.2;2;119476448;119487346
ENSG00000224789;AC012363.4;2;120174885;120216544
ENSG00000265451;RP11-204L24.2;2;121530422;121532705
ENSG00000236859;NIFK-AS1;2;121649650;121728481
ENSG00000228400;AC079154.1;2;124016858;124025173
