ID	chrom	start	end	Name
MI0022606	12	111799834	111799905	hsa-mir-6761
MI0016057	12	112037599	112037715	hsa-mir-3657
MI0022708	12	112163258	112163321	hsa-mir-6861
MI0006362	12	112695034	112695176	hsa-mir-1302-1
MI0022957	12	113159113	113159177	hsa-mir-7106
MI0022607	12	113291523	113291608	hsa-mir-6762
MI0003634	12	116148560	116148654	hsa-mir-620
MI0016824	12	116428252	116428318	hsa-mir-4472-2
MI0006271	12	119713634	119713724	hsa-mir-1178
MI0016860	12	120155434	120155499	hsa-mir-4498
MI0017333	12	120723193	120723266	hsa-mir-4700
MI0022958	12	121444273	121444352	hsa-mir-7107
MI0031830	12	122695907	122695999	hsa-mir-9902-1
MI0041071	12	122709332	122709424	hsa-mir-9902-2
MI0015832	12	123010667	123010728	hsa-mir-4304
MI0025908	12	123364764	123364843	hsa-mir-8072
MI0016412	12	123536409	123536534	hsa-mir-3908
MI0022727	12	124337181	124337242	hsa-mir-6880
MI0018167	12	124915547	124915659	hsa-mir-5188
MI0016002	12	128294092	128294178	hsa-mir-3612
MI0022608	12	132581997	132582061	hsa-mir-6763
MI0016862	13	20433778	20433846	hsa-mir-4499
MI0011282	13	24162416	24162504	hsa-mir-2276
MI0015835	13	39664034	39664135	hsa-mir-4305
MI0008190	13	40727816	40727887	hsa-mir-320d-1
MI0003635	13	40810766	40810861	hsa-mir-621
MI0014199	13	41101019	41101100	hsa-mir-3168
MI0017873	13	41568286	41568395	hsa-mir-5006
MI0025915	13	44196129	44196200	hsa-mir-8079
MI0016003	13	49996415	49996501	hsa-mir-3613
MI0000070	13	50048973	50049061	hsa-mir-16-1
MI0000069	13	50049119	50049201	hsa-mir-15a
MI0019300	13	51348567	51348639	hsa-mir-5693
MI0017336	13	51552589	51552667	hsa-mir-4703
MI0004065	13	52810050	52810140	hsa-mir-759
MI0006358	13	54311972	54312048	hsa-mir-1297
MI0017874	13	55174454	55174548	hsa-mir-5007
MI0014200	13	61199798	61199880	hsa-mir-3169
MI0016833	13	65966330	65966429	hsa-mir-548x-2
MI0017337	13	66218250	66218324	hsa-mir-4704
MI0016066	13	77698012	77698116	hsa-mir-3665
MI0016863	13	87618665	87618740	hsa-mir-4500
MI0003636	13	90231182	90231277	hsa-mir-622
MI0000071	13	91350605	91350688	hsa-mir-17
MI0000072	13	91350751	91350821	hsa-mir-18a
MI0000073	13	91350891	91350972	hsa-mir-19a
MI0000076	13	91351065	91351135	hsa-mir-20a
MI0000074	13	91351192	91351278	hsa-mir-19b-1
MI0000093	13	91351314	91351391	hsa-mir-92a-1
MI0019132	13	92490163	92490220	hsa-mir-548as
MI0016864	13	96427229	96427292	hsa-mir-4501
MI0014201	13	98208524	98208600	hsa-mir-3170
MI0003637	13	99356131	99356228	hsa-mir-623
MI0015836	13	99643059	99643149	hsa-mir-4306
MI0012062	13	101967642	101967746	hsa-mir-2681
MI0017338	13	102045934	102046004	hsa-mir-4705
MI0006404	13	107531171	107531248	hsa-mir-1267
MI0025909	13	110340958	110341029	hsa-mir-8073
MI0025911	13	113262920	113262999	hsa-mir-8075
MI0019131	13	114244505	114244561	hsa-mir-548ar
MI0016865	13	114273828	114273908	hsa-mir-4502
MI0022551	14	21023314	21023386	hsa-mir-6717
MI0017340	14	22956950	22957029	hsa-mir-4707
MI0000251	14	23388596	23388666	hsa-mir-208a
MI0005570	14	23417987	23418063	hsa-mir-208b
MI0025239	14	24143489	24143565	hsa-mir-7703
MI0015838	14	26908642	26908725	hsa-mir-4307
MI0014202	14	27633205	27633278	hsa-mir-3171
MI0003638	14	31014646	31014742	hsa-mir-624
MI0016866	14	36952309	36952391	hsa-mir-4503
MI0016595	14	47760995	47761104	hsa-mir-548y
MI0020353	14	49966399	49966511	hsa-mir-6076
MI0016867	14	50299855	50299946	hsa-mir-4504
MI0019135	14	53948427	53948484	hsa-mir-5580
MI0015839	14	54878113	54878193	hsa-mir-4308
MI0019143	14	59646962	59647020	hsa-mir-5586
MI0030983	14	60648648	60648711	hsa-mir-9718
MI0006411	14	64095024	64095125	hsa-mir-548h-1
MI0025525	14	64785626	64785686	hsa-mir-7855
MI0017339	14	65044688	65044769	hsa-mir-4706
MI0017341	14	65335117	65335183	hsa-mir-4708
MI0003639	14	65471102	65471186	hsa-mir-625
MI0019301	14	67441855	67441930	hsa-mir-5694
MI0025510	14	72516820	72516898	hsa-mir-7843
MI0016868	14	73758747	73758819	hsa-mir-4505
MI0017342	14	74480133	74480204	hsa-mir-4709
MI0006394	14	77266218	77266290	hsa-mir-1260a
MI0016869	14	93948226	93948302	hsa-mir-4506
MI0014204	14	95137919	95137986	hsa-mir-3173
MI0003772	14	100109419	100109514	hsa-mir-151b
MI0000805	14	100109655	100109753	hsa-mir-342
MI0022609	14	100277357	100277417	hsa-mir-6764
MI0000825	14	100307859	100307956	hsa-mir-345
MI0016870	14	100814491	100814574	hsa-mir-2392
MI0005118	14	100852390	100852487	hsa-mir-770
MI0003132	14	100869060	100869148	hsa-mir-493
MI0000806	14	100874493	100874585	hsa-mir-337
MI0005563	14	100875033	100875104	hsa-mir-665
MI0001721	14	100881007	100881120	hsa-mir-431
MI0001723	14	100881886	100881978	hsa-mir-433
MI0000472	14	100882979	100883075	hsa-mir-127
MI0003133	14	100884483	100884576	hsa-mir-432
MI0000475	14	100884702	100884783	hsa-mir-136
MI0000778	14	100911139	100911213	hsa-mir-370
MI0000787	14	101022066	101022132	hsa-mir-379
MI0003675	14	101023325	101023420	hsa-mir-411
MI0000744	14	101023794	101023856	hsa-mir-299
MI0000788	14	101025017	101025077	hsa-mir-380
MI0006656	14	101025564	101025651	hsa-mir-1197
MI0000807	14	101025732	101025817	hsa-mir-323a
MI0003757	14	101026020	101026107	hsa-mir-758
MI0001725	14	101026785	101026864	hsa-mir-329-1
MI0001726	14	101027100	101027183	hsa-mir-329-2
MI0003134	14	101029634	101029714	hsa-mir-494
MI0014205	14	101030052	101030129	hsa-mir-1193
MI0005565	14	101031987	101032064	hsa-mir-543
MI0003135	14	101033755	101033836	hsa-mir-495
MI0000776	14	101039690	101039755	hsa-mir-376c
MI0003529	14	101040069	101040148	hsa-mir-376a-2
MI0003676	14	101040219	101040299	hsa-mir-654
MI0002466	14	101040436	101040535	hsa-mir-376b
MI0000784	14	101040782	101040849	hsa-mir-376a-1
MI0005525	14	101041363	101041445	hsa-mir-300
MI0003844	14	101042977	101043062	hsa-mir-1185-1
MI0003821	14	101044198	101044283	hsa-mir-1185-2
MI0000789	14	101045920	101045994	hsa-mir-381
MI0003530	14	101046455	101046538	hsa-mir-487b
MI0003514	14	101047321	101047398	hsa-mir-539
MI0005540	14	101047901	101047979	hsa-mir-889
MI0003515	14	101048658	101048748	hsa-mir-544a
MI0003677	14	101049550	101049646	hsa-mir-655
MI0002471	14	101052446	101052525	hsa-mir-487a
MI0000790	14	101054306	101054381	hsa-mir-382
MI0000474	14	101054687	101054759	hsa-mir-134
MI0003761	14	101055258	101055323	hsa-mir-668
MI0002469	14	101055419	101055491	hsa-mir-485
MI0014206	14	101056219	101056300	hsa-mir-323b
MI0000480	14	101059755	101059838	hsa-mir-154
MI0003136	14	101060573	101060674	hsa-mir-496
MI0000785	14	101062050	101062118	hsa-mir-377
MI0005539	14	101064495	101064578	hsa-mir-541
MI0001735	14	101065300	101065378	hsa-mir-409
MI0002464	14	101065447	101065537	hsa-mir-412
MI0000777	14	101065598	101065667	hsa-mir-369
MI0002465	14	101065912	101065991	hsa-mir-410
MI0003678	14	101066724	101066801	hsa-mir-656
MI0006382	14	101560287	101560422	hsa-mir-1247
MI0015837	14	102539644	102539726	hsa-mir-4309
MI0000283	14	104117405	104117514	hsa-mir-203a
MI0017343	14	104117418	104117503	hsa-mir-203b
MI0017344	14	104677694	104677749	hsa-mir-4710
MI0039723	14	104865314	104865411	hsa-mir-12121
MI0022610	14	105150778	105150864	hsa-mir-6765
MI0025907	14	105621116	105621180	hsa-mir-8071-1
MI0026417	14	105640168	105640232	hsa-mir-8071-2
MI0016910	14	105857513	105857572	hsa-mir-4539
MI0016871	14	105858124	105858175	hsa-mir-4507
MI0016909	14	105858165	105858242	hsa-mir-4538
MI0016908	14	105859484	105859553	hsa-mir-4537
MI0018174	14	106850885	106850999	hsa-mir-5195
MI0014132	15	20832795	20832869	hsa-mir-3118-2
MI0019308	15	20940252	20940333	hsa-mir-5701-1
MI0014133	15	21406385	21406459	hsa-mir-3118-3
MI0019593	15	21513959	21514040	hsa-mir-5701-2
MI0014207	15	21843750	21843824	hsa-mir-3118-4
MI0031522	15	21951242	21951323	hsa-mir-5701-3
MI0006405	15	22225278	22225329	hsa-mir-1268a
MI0016873	15	23197827	23197920	hsa-mir-4509-1
MI0016872	15	23562062	23562131	hsa-mir-4508
MI0017349	15	25848747	25848825	hsa-mir-4715
MI0016874	15	28426491	28426584	hsa-mir-4509-2
MI0016875	15	28490752	28490845	hsa-mir-4509-3
MI0000287	15	31065032	31065141	hsa-mir-211
MI0006323	15	34382069	34382150	hsa-mir-1233-1
MI0015973	15	34528290	34528371	hsa-mir-1233-2
MI0016599	15	35372256	35372364	hsa-mir-3942
MI0016876	15	35926856	35926923	hsa-mir-4510
MI0025899	15	36972821	36972901	hsa-mir-8063
MI0003640	15	41691585	41691678	hsa-mir-626
MI0015840	15	41866495	41866551	hsa-mir-4310
MI0003641	15	42199570	42199666	hsa-mir-627
MI0006429	15	43793659	43793759	hsa-mir-1282
MI0033417	15	44717844	44717893	hsa-mir-10393
MI0005544	15	45433050	45433129	hsa-mir-147b
MI0017350	15	49169070	49169153	hsa-mir-4716
MI0017346	15	50360329	50360410	hsa-mir-4712
MI0017347	15	51242190	51242264	hsa-mir-4713
MI0025749	15	51314032	51314107	hsa-mir-7973-2
MI0025748	15	51314034	51314109	hsa-mir-7973-1
MI0006403	15	52277117	52277200	hsa-mir-1266
MI0003642	15	55372940	55373034	hsa-mir-628
MI0010635	15	59171183	59171262	hsa-mir-2116
MI0025903	15	62304658	62304734	hsa-mir-8067
MI0020362	15	62343029	62343138	hsa-mir-6085
MI0000486	15	62823957	62824041	hsa-mir-190a
MI0001444	15	63870930	63871019	hsa-mir-422a
MI0006408	15	64762387	64762515	hsa-mir-1272
MI0016877	15	65719246	65719332	hsa-mir-4511
MI0015841	15	66040233	66040332	hsa-mir-4311
MI0016878	15	66496958	66497034	hsa-mir-4512
MI0015842	15	68801850	68801925	hsa-mir-4312
MI0003643	15	70079372	70079468	hsa-mir-629
MI0003644	15	72587217	72587313	hsa-mir-630
MI0039739	15	73299910	73299979	hsa-mir-12135
MI0022728	15	74411357	74411432	hsa-mir-6881
MI0016879	15	74788672	74788757	hsa-mir-4513
MI0022729	15	74840642	74840707	hsa-mir-6882
MI0003645	15	75353611	75353685	hsa-mir-631
MI0015843	15	75762215	75762315	hsa-mir-4313
MI0000481	15	79209788	79209871	hsa-mir-184
MI0019117	15	80581103	80581239	hsa-mir-5572
MI0003679	15	80841978	80842073	hsa-mir-549a
MI0016880	15	80997417	80997473	hsa-mir-4514
MI0016881	15	83067335	83067415	hsa-mir-4515
MI0025242	15	85380596	85380662	hsa-mir-7706
MI0006416	15	85770496	85770578	hsa-mir-1276
MI0017875	15	85825635	85825730	hsa-mir-548ap
MI0035972	15	87946206	87946268	hsa-mir-11181
MI0006272	15	88608107	88608197	hsa-mir-1179
MI0000264	15	88611825	88611934	hsa-mir-7-2
MI0017351	15	88611847	88611924	hsa-mir-3529
MI0022611	15	89326739	89326810	hsa-mir-6766
MI0000468	15	89368017	89368106	hsa-mir-9-3
MI0017983	15	89850637	89850721	hsa-mir-5094
MI0017877	15	89883931	89884030	hsa-mir-5009
MI0014208	15	90006755	90006841	hsa-mir-3174
MI0014209	15	92904399	92904475	hsa-mir-3175
MI0007074	15	96333261	96333307	hsa-mir-1469
MI0017348	15	98784426	98784502	hsa-mir-4714
MI0015979	15	101960459	101960596	hsa-mir-1302-10
MI0026421	15	101973524	101973591	hsa-mir-6859-3
MI0031521	16	17052	17119	hsa-mir-6859-4
MI0019144	16	535316	535368	hsa-mir-5587
MI0014210	16	543277	543366	hsa-mir-3176
MI0003670	16	770183	770277	hsa-mir-662
MI0014211	16	1734985	1735066	hsa-mir-3177
MI0006311	16	2090195	2090284	hsa-mir-1225
MI0022552	16	2106669	2106753	hsa-mir-6511b-1
MI0016882	16	2133119	2133204	hsa-mir-4516
MI0016409	16	2135977	2136129	hsa-mir-3180-5
MI0016078	16	2270713	2270772	hsa-mir-3677
MI0005762	16	2271747	2271840	hsa-mir-940
MI0017352	16	2274620	2274691	hsa-mir-4717
MI0022612	16	2445392	2445457	hsa-mir-6767
MI0022613	16	2463967	2464038	hsa-mir-6768
MI0014212	16	2531922	2532005	hsa-mir-3178
MI0021260	16	3485381	3485469	hsa-mir-6126
MI0022614	16	4671318	4671390	hsa-mir-6769a
MI0025901	16	5632467	5632566	hsa-mir-8065
MI0006412	16	11306440	11306527	hsa-mir-548h-2
MI0017353	16	12720321	12720371	hsa-mir-4718
MI0003137	16	14303967	14304049	hsa-mir-193b
MI0000767	16	14309285	14309371	hsa-mir-365a
MI0014213	16	14901508	14901591	hsa-mir-3179-1
MI0016071	16	14907717	14907781	hsa-mir-3670-1
MI0014214	16	14911220	14911313	hsa-mir-3180-1
MI0022223	16	14925937	14926003	hsa-mir-6511a-1
MI0022615	16	14930820	14930879	hsa-mir-6770-1
MI0009982	16	15010321	15010397	hsa-mir-1972-1
MI0023431	16	15134075	15134145	hsa-mir-6511b-2
MI0016408	16	15154850	15155002	hsa-mir-3180-4
MI0022218	16	15611030	15611095	hsa-mir-6506
MI0002468	16	15643294	15643372	hsa-mir-484
MI0014216	16	16300159	16300242	hsa-mir-3179-2
MI0019112	16	16306370	16306434	hsa-mir-3670-2
MI0014215	16	16309879	16309966	hsa-mir-3180-2
MI0023564	16	16324588	16324654	hsa-mir-6511a-2
MI0026418	16	16329305	16329364	hsa-mir-6770-2
MI0023565	16	16368876	16368942	hsa-mir-6511a-3
MI0023566	16	18344013	18344079	hsa-mir-6511a-4
MI0026419	16	18379351	18379410	hsa-mir-6770-3
MI0014217	16	18402178	18402271	hsa-mir-3180-3
MI0031513	16	18405698	18405762	hsa-mir-3670-3
MI0014221	16	18411894	18411977	hsa-mir-3179-3
MI0031514	16	18488301	18488365	hsa-mir-3670-4
MI0031510	16	18494493	18494576	hsa-mir-3179-4
MI0016081	16	21506049	21506135	hsa-mir-3680-1
MI0025512	16	24203116	24203231	hsa-mir-1273h
MI0014222	16	26025237	26025310	hsa-mir-548w
MI0022709	16	28390982	28391051	hsa-mir-6862-1
MI0026415	16	28724252	28724321	hsa-mir-6862-2
MI0017356	16	28843919	28844007	hsa-mir-4721
MI0016883	16	28958583	28958661	hsa-mir-4517
MI0019113	16	29599179	29599265	hsa-mir-3680-2
MI0016884	16	30503919	30504001	hsa-mir-4518
MI0016885	16	30875266	30875323	hsa-mir-4519
MI0003892	16	30893903	30893985	hsa-mir-762
MI0031829	16	34163578	34163673	hsa-mir-9901
MI0022616	16	50292616	50292675	hsa-mir-6771
MI0014223	16	50742305	50742377	hsa-mir-3181
MI0016591	16	56245520	56245623	hsa-mir-3935
MI0000455	16	56858518	56858601	hsa-mir-138-2
MI0022710	16	56904264	56904353	hsa-mir-6863
MI0022617	16	57772289	57772352	hsa-mir-6772
MI0000804	16	67202321	67202395	hsa-mir-328
MI0022618	16	68233426	68233499	hsa-mir-6773
MI0007259	16	69565808	69565868	hsa-mir-1538
MI0000456	16	69933081	69933180	hsa-mir-140
MI0015977	16	70030346	70030422	hsa-mir-1972-2
MI0017354	16	76868936	76869019	hsa-mir-4719
MI0017355	16	81385018	81385093	hsa-mir-4720
MI0025524	16	81533902	81533966	hsa-mir-7854
MI0022216	16	81611348	81611408	hsa-mir-6504
MI0025894	16	82688931	82689019	hsa-mir-8058
MI0014224	16	83508346	83508408	hsa-mir-3182
MI0039730	16	85207796	85207895	hsa-mir-12128
MI0017982	16	85306226	85306325	hsa-mir-5093
MI0008331	16	85741621	85741700	hsa-mir-1910
MI0022619	16	85918347	85918416	hsa-mir-6774
MI0022620	16	87834592	87834660	hsa-mir-6775
MI0036560	16	87853896	87853964	hsa-mir-11401
MI0018168	16	88468918	88469031	hsa-mir-5189
MI0017357	16	88716278	88716337	hsa-mir-4722
MI0014225	17	1022476	1022559	hsa-mir-3183
MI0000078	17	1713903	1713987	hsa-mir-22
MI0000449	17	2049908	2050008	hsa-mir-132
MI0000288	17	2050271	2050380	hsa-mir-212
MI0022621	17	2692861	2692919	hsa-mir-6776
MI0006387	17	2748078	2748182	hsa-mir-1253
MI0022711	17	4969702	4969771	hsa-mir-6864
MI0022712	17	4970086	4970150	hsa-mir-6865
MI0016886	17	6655440	6655509	hsa-mir-4520-1
MI0017358	17	6655449	6655502	hsa-mir-4520-2
MI0000489	17	7017615	7017701	hsa-mir-195
MI0003138	17	7017911	7018022	hsa-mir-497
MI0000813	17	7223297	7223379	hsa-mir-324
MI0015846	17	8088056	8088147	hsa-mir-4314
MI0022730	17	8144994	8145071	hsa-mir-6883
MI0016887	17	8186945	8187004	hsa-mir-4521
MI0005559	17	12081899	12081996	hsa-mir-744
MI0016888	17	12917268	12917342	hsa-mir-1269b
MI0006413	17	13543529	13543646	hsa-mir-548h-3
MI0017368	17	15251627	15251696	hsa-mir-4731
MI0006432	17	16282014	16282088	hsa-mir-1288
MI0022622	17	17813480	17813545	hsa-mir-6777
MI0003646	17	17813836	17813931	hsa-mir-33b
MI0022623	17	18340814	18340886	hsa-mir-6778
MI0006273	17	19344506	19344574	hsa-mir-1180
MI0016889	17	27293910	27293996	hsa-mir-4522
MI0017359	17	28360654	28360734	hsa-mir-4723
MI0001729	17	28861369	28861440	hsa-mir-451a
MI0017360	17	28861371	28861438	hsa-mir-451b
MI0000460	17	28861533	28861618	hsa-mir-144
MI0017369	17	28861655	28861730	hsa-mir-4732
MI0016890	17	29390662	29390730	hsa-mir-4523
MI0001445	17	30117079	30117172	hsa-mir-423
MI0014226	17	30117086	30117160	hsa-mir-3184
MI0017370	17	31094350	31094425	hsa-mir-4733
MI0017361	17	31534883	31534971	hsa-mir-4724
MI0000487	17	31559996	31560083	hsa-mir-193a
MI0017362	17	31575269	31575358	hsa-mir-4725
MI0000769	17	31575411	31575521	hsa-mir-365b
MI0003647	17	32350109	32350202	hsa-mir-632
MI0013083	17	37033745	37033813	hsa-mir-2909
MI0021273	17	37614931	37615039	hsa-mir-378j
MI0017371	17	38702262	38702331	hsa-mir-4734
MI0017363	17	38719691	38719748	hsa-mir-4726
MI0017364	17	38825838	38825892	hsa-mir-4727
MI0022624	17	38914979	38915042	hsa-mir-6779
MI0032315	17	39297400	39297509	hsa-mir-548bc
MI0017365	17	39726495	39726561	hsa-mir-4728
MI0022731	17	40026332	40026409	hsa-mir-6884
MI0022713	17	40161933	40162001	hsa-mir-6866
MI0022714	17	40193597	40193663	hsa-mir-6867
MI0022222	17	41517164	41517217	hsa-mir-6510
MI0019137	17	42494773	42494830	hsa-mir-548at
MI0017878	17	42514188	42514307	hsa-mir-5010
MI0022625	17	42708084	42708151	hsa-mir-6780a
MI0022626	17	42823880	42823943	hsa-mir-6781
MI0010636	17	43444806	43444885	hsa-mir-2117
MI0022627	17	44207771	44207839	hsa-mir-6782
MI0022628	17	44934618	44934681	hsa-mir-6783
MI0022629	17	45114367	45114433	hsa-mir-6784
MI0015844	17	45475363	45475435	hsa-mir-4315-1
MI0017978	17	46973017	46973100	hsa-mir-5089
MI0033056	17	48032882	48032951	hsa-mir-10226
MI0000462	17	48037161	48037247	hsa-mir-152
MI0006335	17	48156427	48156511	hsa-mir-1203
MI0000266	17	48579838	48579947	hsa-mir-10a
MI0000238	17	48632490	48632559	hsa-mir-196a-1
MI0014227	17	48724408	48724475	hsa-mir-3185
MI0021274	17	49288346	49288454	hsa-mir-6129
MI0021472	17	49510817	49510900	hsa-mir-6165
MI0025895	17	50768650	50768730	hsa-mir-8059
MI0016004	17	56891270	56891355	hsa-mir-3614
MI0000458	17	58331232	58331318	hsa-mir-142
MI0017373	17	58335976	58336022	hsa-mir-4736
MI0003820	17	59137758	59137872	hsa-mir-454
MI0000745	17	59151136	59151221	hsa-mir-301a
MI0017366	17	59366083	59366154	hsa-mir-4729
MI0000077	17	59841266	59841337	hsa-mir-21
MI0017374	17	60043025	60043105	hsa-mir-4737
MI0003648	17	62944215	62944312	hsa-mir-633
MI0017375	17	64500774	64500839	hsa-mir-3064
MI0017932	17	64501214	64501313	hsa-mir-5047
MI0020357	17	64780759	64780824	hsa-mir-6080
MI0015983	17	64822030	64822102	hsa-mir-4315-2
MI0003649	17	66787072	66787168	hsa-mir-634
MI0003671	17	67471489	67471585	hsa-mir-548d-2
MI0016690	17	67471489	67471585	hsa-mir-548aa-2
MI0003650	17	68424451	68424548	hsa-mir-635
MI0019114	17	69099542	69099656	hsa-mir-4524b
MI0016891	17	69099564	69099632	hsa-mir-4524a
MI0016005	17	74748613	74748699	hsa-mir-3615
MI0016079	17	75406069	75406162	hsa-mir-3678
MI0022630	17	75498548	75498628	hsa-mir-6785
MI0017376	17	75784521	75784607	hsa-mir-4738
MI0022715	17	76098019	76098076	hsa-mir-6868
MI0003651	17	76736450	76736548	hsa-mir-636
MI0025513	17	77089417	77089497	hsa-mir-6516
MI0015845	17	77396984	77397054	hsa-mir-4316
MI0017377	17	79707176	79707249	hsa-mir-4739
MI0016748	17	80098828	80098877	hsa-mir-1268b
MI0017367	17	80419418	80419493	hsa-mir-4730
MI0003681	17	81125276	81125373	hsa-mir-657
MI0014228	17	81125877	81125955	hsa-mir-3065
MI0000814	17	81125883	81125949	hsa-mir-338
MI0006385	17	81133196	81133308	hsa-mir-1250
MI0017378	17	81400716	81400778	hsa-mir-4740
MI0014229	17	81451104	81451188	hsa-mir-3186
MI0022631	17	81693757	81693869	hsa-mir-6786
MI0022632	17	82236668	82236728	hsa-mir-6787
MI0016892	17	82668233	82668307	hsa-mir-4525
MI0025914	18	112256	112339	hsa-mir-8078
MI0022553	18	3885353	3885432	hsa-mir-6718
MI0016994	18	5840695	5840833	hsa-mir-3976
MI0015850	18	6374361	6374425	hsa-mir-4317
MI0022633	18	10759584	10759649	hsa-mir-6788
MI0023613	18	11654885	11654941	hsa-mir-7153
MI0018169	18	13459947	13460026	hsa-mir-5190
MI0016893	18	13611114	13611200	hsa-mir-4526
MI0014230	18	14830166	14830242	hsa-mir-3156-2
MI0003778	18	21683518	21683589	hsa-mir-320c-1
MI0000450	18	21825698	21825785	hsa-mir-133a-1
MI0000437	18	21829004	21829088	hsa-mir-1-2
MI0017379	18	22933349	22933438	hsa-mir-4741
MI0008191	18	24321675	24321746	hsa-mir-320c-2
MI0025893	18	26591467	26591535	hsa-mir-8057
MI0006418	18	30298910	30298960	hsa-mir-302f
MI0016993	18	35591737	35591806	hsa-mir-3975
MI0000274	18	35904818	35904926	hsa-mir-187
MI0016439	18	35934088	35934142	hsa-mir-3929
MI0015847	18	37657135	37657215	hsa-mir-4318
MI0005716	18	39622123	39622175	hsa-mir-924
MI0019140	18	39676719	39676777	hsa-mir-5583-2
MI0019139	18	39676721	39676779	hsa-mir-5583-1
MI0015848	18	44970082	44970166	hsa-mir-4319
MI0016894	18	47380496	47380565	hsa-mir-4527
MI0017381	18	48670600	48670668	hsa-mir-4743
MI0017382	18	49049687	49049768	hsa-mir-4744
MI0007260	18	49487373	49487422	hsa-mir-1539
MI0015849	18	50126499	50126563	hsa-mir-4320
MI0016895	18	53237101	53237190	hsa-mir-4528
MI0016896	18	55479221	55479298	hsa-mir-4529
MI0000442	18	58451074	58451158	hsa-mir-122
MI0017383	18	58451080	58451152	hsa-mir-122b
MI0017879	18	67081584	67081686	hsa-mir-5011
MI0019152	18	72853321	72853382	hsa-mir-548av
MI0015980	19	71973	72110	hsa-mir-1302-11
MI0017384	19	804940	805001	hsa-mir-4745
MI0014231	19	813584	813653	hsa-mir-3187
MI0008330	19	1816159	1816238	hsa-mir-1909
MI0006316	19	2234062	2234149	hsa-mir-1227
MI0022634	19	2235829	2235926	hsa-mir-6789
MI0015852	19	2250639	2250718	hsa-mir-4321
MI0022959	19	2434914	2435000	hsa-mir-7108
MI0025520	19	2630715	2630793	hsa-mir-7850
MI0003652	19	3961414	3961512	hsa-mir-637
MI0017385	19	4445978	4446048	hsa-mir-4746
MI0000265	19	4770670	4770779	hsa-mir-7-3
MI0017386	19	4932687	4932740	hsa-mir-4747
MI0022732	19	6389638	6389703	hsa-mir-6885
MI0022635	19	6392921	6392983	hsa-mir-6790
MI0016597	19	6416410	6416511	hsa-mir-3940
MI0022636	19	6736712	6736778	hsa-mir-6791
MI0022637	19	7617439	7617505	hsa-mir-6792
MI0017865	19	8389290	8389380	hsa-mir-4999
MI0019148	19	10038354	10038413	hsa-mir-5589
MI0015851	19	10230413	10230485	hsa-mir-4322
MI0006274	19	10403458	10403538	hsa-mir-1181
MI0006328	19	10552122	10552204	hsa-mir-1238
MI0003653	19	10718404	10718503	hsa-mir-638
MI0017387	19	10780254	10780335	hsa-mir-4748
MI0000242	19	10817426	10817496	hsa-mir-199a-1
MI0022638	19	10828973	10829035	hsa-mir-6793
MI0022733	19	11113474	11113534	hsa-mir-6886
MI0025750	19	11495544	11495622	hsa-mir-7974
MI0033419	19	12703601	12703664	hsa-mir-10395
MI0019285	19	12787128	12787192	hsa-mir-5684
MI0022639	19	12852260	12852327	hsa-mir-6794
MI0019302	19	12920320	12920404	hsa-mir-5695
MI0022227	19	12940484	12940540	hsa-mir-6515
MI0000081	19	13836287	13836359	hsa-mir-24-2
MI0000085	19	13836440	13836517	hsa-mir-27a
MI0000079	19	13836587	13836659	hsa-mir-23a
MI0000271	19	13874699	13874808	hsa-mir-181c
MI0003139	19	13874875	13875011	hsa-mir-181d
MI0020340	19	14073361	14073479	hsa-mir-1199
MI0003654	19	14529543	14529640	hsa-mir-639
MI0022640	19	15179283	15179350	hsa-mir-6795
MI0007075	19	15449548	15449608	hsa-mir-1470
MI0014232	19	18282077	18282161	hsa-mir-3188
MI0014233	19	18386562	18386634	hsa-mir-3189
MI0003655	19	19435063	19435158	hsa-mir-640
MI0006407	19	20399272	20399354	hsa-mir-1270
MI0022734	19	35122700	35122764	hsa-mir-6887
MI0018175	19	35345513	35345627	hsa-mir-5196
MI0016897	19	39409623	39409678	hsa-mir-4530
MI0022554	19	39829716	39829802	hsa-mir-6719
MI0003656	19	40282543	40282641	hsa-mir-641
MI0022641	19	40369846	40369907	hsa-mir-6796
MI0022642	19	41869627	41869698	hsa-mir-6797
MI0015853	19	42133445	42133513	hsa-mir-4323
MI0025913	19	42351131	42351205	hsa-mir-8077
MI0016898	19	44653686	44653732	hsa-mir-4531
MI0025921	19	44758657	44758721	hsa-mir-8085
MI0020365	19	45436654	45436704	hsa-mir-6088
MI0000803	19	45638994	45639087	hsa-mir-330
MI0003657	19	45674928	45675024	hsa-mir-642a
MI0016685	19	45674932	45675008	hsa-mir-642b
MI0003834	19	46018932	46019049	hsa-mir-769
MI0014234	19	46709282	46709354	hsa-mir-320e
MI0014235	19	47226942	47227021	hsa-mir-3190
MI0014236	19	47226944	47227019	hsa-mir-3191
MI0022643	19	49009906	49009972	hsa-mir-6798
MI0015854	19	49308797	49308868	hsa-mir-4324
MI0000479	19	49500785	49500868	hsa-mir-150
MI0017977	19	49682117	49682195	hsa-mir-5088
MI0022644	19	49791866	49791934	hsa-mir-6799
MI0022645	19	49832018	49832099	hsa-mir-6800
MI0017388	19	49854591	49854651	hsa-mir-4749
MI0017389	19	49888175	49888230	hsa-mir-4750
MI0017390	19	49933064	49933137	hsa-mir-4751
MI0025910	19	51206929	51207009	hsa-mir-8074
MI0000746	19	51692612	51692681	hsa-mir-99b
